016800,"Royal Oak Enterprises Inc"
016900,"Dr Pepper/Seven-Up Inc"
017000,"Dial Corp"
017003,"Kaukauna Cheese"
017163,"Aquariam Pharmaceuticals, Inc"
017324,"Burns & Ricker"
017500,"Faultless Starch/Bon Ami Co"
017600,"Bruce Foods Corporation"
017800,Ralston/Purina
017929,"Saf Consumer Co"
018000,"Pillsbury Co"
018100,"American Greetings Corp"
018195,"Seneca Foods Corp"
018200,Anheuser-Busch
018700,"Sioux Honey Assn"
019000,Nabisco
019063,"Veryfine Products Inc"
019100,"The Andrew Jergens Company"
019200,"Reckitt & Colman Inc"
019582,"Kraft Foods"
019703,"MicroProse Software, Inc."
019751,"Labatt USA"
019800,"Dial Corp"
019810,"Bristol - Myers/Squibb"
020000,"Pillsbury Co"
020169,"Michael Foods"
020300,"Don Miguel Mexican Foods Inc"
020356,"TDK Electronics Corp."
020400,"Brown & Williamson"
020500,"Crystal Farms"
020600,"Borden Inc"
020700,"Redco Foods Inc"
021000,Kraft
021131,"Con Agra Frozen Foods"
021196,"The Chenille Kraft Company"
021200,3M
021276,"E&B Giftware, Inc"
021357,"Hickory Farms"
021500,"Lawry's Foods, Inc"
021600,"Dean Pickle & Specialty Products Co"
022309,"Brunckhorst Co"
022400,"Alberto Culver Co"
022592,"Commerical Bakeries Corp"
022700,"Proctor & Gamble"
023000,"Comstock Michigan Fruit Division"
023100,"Kal Kan Foods Inc"
023200,"Western Sugar Co"
023400,"Dial Corp"
023600,"Knouse Foods Inc"
023700,"Tyson Foods Inc"
023900,"Proctor & Gamble"
023923,"H J Heinz Co"
023942,Verbatim
023968,"Chevron USA Products Co"
024000,Kraft
024100,"Sunshine Biscuits Inc"
024200,"Dial Corp"
024300,"McKee Foods"
024543,"20th Century Fox"
024600,"Morton International, Inc"
024842,Buitoni
025000,"Coca-Cola USA"
025033,"Dist by Danner Mfg, Inc"
025155,"Ore-Ida Foods Inc"
025215,"Maxell Corp of America"
025284,"Arista Enterpises, Inc"
025500,"Proctor & Gamble"
025800,"Weight Watchers Gourmet Food Co"
026000,"Elmer's Products"
026200,"Goodmark Foods, Inc."
026229,"Norcom, Inc"
026483,"Takara USA Corp"
026600,"Reckitt & Colman Inc"
026649,"Ricoh Electronics, Inc."
026699,"Bycin Industries"
026700,"Ventura Foods Llc"
026800,"Hershey Pasta & Grocery Group/Pasta"
026823,"Reily Foods Co"
027000,"Hunt-Wesson Inc"
027086,"Don Miguel Mexican Foods Inc"
027242,Sony
027400,"Sodiaal North America Corp"
027443,"Rcn Products Inc."
027998,"Trico Products"
028000,"Nestle USA"
028190,"American Pop Corn Co"
028400,"Frito Lay"
028478,Crossman
028500,"Knouse Foods Inc"
028700,"Tree Top Inc"
028805,"Loma Linda Cherrco"
028828,"West Point Stevens, Inc"
028874,"DeWalt/Black & Decker"
028877,"Black & Decker"
028882,"Valvoline Co"
029069,"Hy-Ko Products"
029200,Bestfoods
029500,"Royal Crown Co"
029900,"Webster Industries"
030000,Quaker
030007,"Emhart Home Products"
030100,"Keebler Co"
030157,"Blue Ribbon Pet Products"
030699,"Crown Bolt Co"
030700,"Schulze & Burch Biscuit Co"
031000,"Con Agra Frozen Foods"
031146,"Nong Shim Co, LTD"
031200,"Ocean Spray"
031398,"Trimark Home Video"
031500,"B & G Foods"
031508,"Ford Motor Company"
031901,Staedtler
032076,"Gardner Bender"
032100,"Sara Lee Bakery"
032500,"White Lily Foods Co"
032700,"The Hartz Mountain Corporation"
033100,"Ventura Foods Llc"
033159,"Citgo Petroleum Corp"
033200,"Church & Dwight Co Inc"
033383,Grimmway
033400,"Hershey Pasta & Grocery Group/Pasta"
033500,"Western Publishing Company, Inc."
033544,"Barton Beers"
033600,"Hormel Foods Corp"
033900,"Jones Dairy Farm"
034000,"Hershey Chocolate USA"
034100,"Miller Brewing Co"
034138,Quartet
034600,"Universal Foods Corp"
034700,"Allen Canning Co"
034900,"Hp Hood Inc"
035000,Colgate-Palmolive
035022,"Crystal Farms"
035113,Drypers
035200,"Riceland Foods Inc"
035203,Stravina
035286,"Allsop, Inc"
035300,Totino's/Pappalo's
035367,"Mustang Foods"
035457,"Spartan Foods Of America Inc"
035506,"Omega Products Corp"
036000,Kimberly-Clark
036200,Lipton
036374,"Hormel Foods Corp"
036600,"ChapStick A. H. Robins"
036632,Dannon
036666,"AC Delco"
037000,"Proctor & Gamble"
037100,"Seneca Foods Corp"
037103,"Cooper Tools"
037155,"Danco Company"
037279,"Hormel Foods Corp"
037323,"Knouse Foods Inc"
037495,"Motormite, Division of R&B, Inc"
037600,"Hormel Foods Corp"
037700,"Chinet Co"
037988,Panasonic
038000,Kellogg's
038100,"Ralston Purina Co"
038283,"Comprehensive Environmental Solutions"
038576,"Mead Consumer & Office Products"
038613,"National Manufacturing Co"
038616,"Armour Swift-Eckrich"
038785,"Redmond Products"
038897,"Southern Frozen Foods Inc"
038900,"Dole Packaged Foods Co"
038902,"Anchor Wire Co"
039000,"Nestle USA"
039003,"Shepher Hardware Products"
039272,"Jerome Foods Inc"
039300,"Rhodes International Inc"
039400,"Bush Brothers & Co"
039800,Eveready
039961,"FluidMaster, Inc"
040000,M&M/Mars
040100,"Specialty Brands Inc"
040293,"Radio Shack"
040400,"Dubuque Foods Inc"
040500,"Farmhouse Foods Co"
040781,"N.S. Meyer, Inc"
040900,"M Star Inc"
041000,"Pepsi Cola USA"
041126,"Sun Diamond Growers Of California"
041143,"Sun Diamond Growers Of California"
041148,"General Mills"
041163,Albertson's
041165,"Solo Cup Co"
041177,"Seneca Foods Corp"
041196,"Pillsbury Co"
041215,"Webster Industries"
041255,"Comstock Michigan Fruit Division"
041258,"Borden Inc"
041259,"Welch Foods Inc"
041261,"Drake Bakeries, Culinar, Inc."
041271,"M Star Inc"
041300,"Interstate Brands Corporation"
041308,"T Marzetti Co"
041318,"Schnuck Markets, Inc"
041322,"Rich-Seapak Corp"
041333,Duracell
041334,"First Brands Corp"
041345,"Oregon Fruit Products Co"
041383,"Block Drug Co"
041387,"4c Foods Corp"
041390,Kikkoman
041392,"Griffin Food Co"
041410,"Reily Foods Co"
041415,"Publix Supermarket"
041426,"Diamond Brands, Inc"
041429,"Ventura Foods Llc"
041449,"Continental Mills Inc"
041458,"Edwards Baking Co"
041460,"Pioneer Flour Mills"
041483,"Marigold Foods Inc"
041499,"Decker Food Co"
041500,"Reckitt & Coleman, Inc"
041501,"Pillsbury Co"
041511,"Roman Meal Co"
041522,"Heinz Pet Products"
041551,"Pen-Tab Industries, Inc."
041570,"Blue Diamond Growers"
041590,Bestfoods
041660,"M A Gedney Co"
041709,"Night Hawk Frozen Foods Inc"
041710,"Dr Pepper/Seven-Up Inc"
041729,"Skyline Chili Inc"
041737,"Block Drug Co"
041760,"Indian Summer"
041771,Kodak
041790,"Bertolli USA Inc"
041800,"Welch Foods Inc"
041811,"Hormel Foods Corp"
042000,"James River Corp"
042200,"Shasta Beverages Inc"
042222,"Jennie-O Foods Inc"
042229,"Sargent Art Inc"
042400,Malt-O-Meal
042437,"Kenny Manufacturing Co"
042491,"Officemate International Corp"
042572,"Labatt USA"
042800,"Pillsbury Co"
042884,Lego
043000,"Kraft Foods"
043032,"Marcal Paper Mills Inc"
043100,"The Mead Corporation"
043168,GE
043300,"Brown & Williamson Tobacco Corp"
043301,"Lamb Weston Inc"
043306,Fieldcrest
043593,"Desa International"
043695,"Chef America Inc"
043917,"Wahl International"
044000,Nabisco
044100,"Hp Hood Inc"
044300,"Seneca Foods Corp"
044500,"Hillshire Farm"
044700,"Oscar Mayer"
044800,"Cumberland Packing Corp"
044979,"Lamb Weston Inc"
045131,"Pacific Electricord Company"
045300,"Beatrice Cheese Inc"
045454,"Ventura Foods Llc"
045496,Nintendo
045564,Campbell-Hausfeld
045731,"Stanley Fastening Systems"
045877,"Bear-Kat Products"
046000,"Pillsbury Co"
046014,"Midland Consumer Radio"
046100,"Sargento Foods"
046400,"Deep South Products Inc"
046500,"S.C. Johnson Wax"
046503,"Schrader-Bridgeport International, Inc"
046600,"Armour Swift-Eckrich"
046677,"Philips Lighting Company"
046700,"Seneca Foods Corp"
046800,"Kraft Foods"
046891,Rolfs
046900,"International Home Foods Inc"
047200,"Challenge Dairy Products Inc"
047400,"The Gillette Company"
047505,"Badanco Enterprises, Inc"
047600,"Tone Brothers, Inc."
047674,"Hormel Foods Corp"
047800,Pillsbury
047900,"Reily Foods Co"
047923,"Equus Products, Inc"
048001,Bestfoods
048121,Bestfoods
048159,"Mc Ilhenny Co"
048300,"Con Agra Frozen Foods"
048400,"Baumer Foods Inc"
048500,"Tropicana Products, Inc"
048564,"Mission Foods"
048676,"Alco Industries"
048700,"Norpac Foods Inc"
048800,"Norpac Foods Inc"
049000,"Coca Cola"
049200,"Domino Sugar Corp"
049400,"Pillsbury Co"
049800,"Rich Products Corp"
050000,"Nestle USA"
050100,"Armour Swift-Eckrich"
050505,"ACCO USA, Inc"
050800,"Dr Pepper/Seven-Up Inc"
051000,"Campbell Soup Company"
051100,"Comstock Michigan Fruit Division"
051111,"Imation Enterprises Corp"
051122,Imation
051135,"3M Auto Trades Division"
051150,"Freezer Queen Foods Inc"
051316,"Heinz Pet Products"
051400,"Personal Care Group"
051624,"International Home Foods Inc"
051779,"KR Tools"
052000,"Quaker Oats Co"
052100,McCormick
052200,"Beech-Nut Nutrition Corp"
052591,"Fitz's Bottling Company"
052800,"Warner Lambert Consumer Healthcare"
053000,"Borden Inc"
053544,"Skyline Chili Inc"
053600,"Johanna Foods Inc"
054000,"Irving Tissue Inc"
054100,"Campbell Soup Company"
054500,"Hygrade Food Products Corp"
054618,"Eskimo Pie"
054900,"Dr Pepper/Seven-Up Inc"
054915,"The Texwipe Company"
055653,"Dare Foods"
058496,"Kal Kan Foods Inc"
059280,"Callard & Bowser-Suchard, Inc."
059842,"Heartlight Corp Inc"
060231,"Knouse Foods Inc"
060232,"Knouse Foods Inc"
060737,"Drake Bakeries Inc"
062067,"Labatt USA"
062274,"Labatt USA"
063435,"Irving Tissue Inc"
064144,"International Home Foods Inc"
065048,"Crystal Farms"
065255,"Trudeau Corporation"
067000,"Coca Cola"
068213,"Miller Brewing Co"
069276,"Hormel Foods Corp"
070004,"Dean Foods Vegetable Co"
070010,"Kayser-Roth Corp"
070022,"Rhodes International Inc"
070042,"Bulldog Jordan"
070052,"Carlisle Plastics Inc"
070074,"Ross Products Division, Abbott Laboratories"
070077,"Vip Sales Co Inc"
070080,"Plochman Inc"
070085,"Ore-Ida Foods Inc"
070110,"Owens Country Sausage Inc"
070152,"Best Maid/ Del Dixi"
070200,"T Marzetti Co"
070202,"Dr Pepper/Seven-Up Inc"
070214,"Best Kosher Foods"
070222,"Stokely USA Inc"
070230,"Ralston Purina Co"
070247,"Farmland Foods Inc"
070272,"Beatrice Cheese Inc"
070300,"Morning Glory Dairy"
070320,"Allen Canning Co"
070330,"Bic Corp"
070343,"Mission Foods"
070447,"Royal Oak Enterprises Inc"
070450,"Sun Diamond Growers Of California"
070459,"T Marzetti Co"
070470,"General Mills"
070490,"Kelley-Clarke Inc"
070494,"Roberts Dairy Co"
070496,"Don Miguel Mexican Foods Inc"
070503,Sanford
070505,"F B Purnell Sausage Co"
070522,"Allen Canning Co"
070541,"Everfresh Food Corp"
070570,"Texas Citrus Exchange"
070590,"Veryfine Products Inc"
070619,"Arjon Manufacturing Co"
070662,"Nissin Foods USA"
070670,"World Finder Foods, Inc"
070672,"Owatonna Canning Co"
070734,"Celestial Seasonings Inc"
070830,"Guy's Snacks"
070847,"Hansen Beverage Company"
070859,"Mccain Citrus Inc"
070890,"Allen Canning Co"
070897,"Miller Brewing Co"
070912,"T Marzetti Co"
070920,"Hunt-Wesson Inc"
070963,Bestfoods
071020,"Hp Hood Inc"
071030,"Borden Inc"
071040,"Pollio Dairy Products"
071063,"Bestfoods Specialty Markets USA"
071068,"State Fair Foods"
071092,"Reily Foods Co"
071153,"First Brands Corp"
071158,"Roberts Dairy Co"
071179,"J R Simplot"
071195,"Roberts Dairy Co"
071229,"Gustafson Dairy INC."
071258,"Griffin Food Co"
071279,"Fresh Express Fresh Foods"
071285,"Bestfoods Specialty Markets USA"
071287,"Rockline Industries"
071330,"Cpc Baking"
071434,"Dr Pepper/Seven-Up Inc"
071439,"Labatt USA"
071479,"Bays English Muffin Corp"
071524,"LP International Distributors"
071580,"Roberts Dairy Co"
071603,"The W. E. Bassett Company"
071611,"Pennzoil Products Co"
071617,"Duncan Toy Company"
071641,"Sanford (a Newell company)"
071720,"Tootsie Roll Ind, Inc"
071723,"stuart hall"
071730,"Foulds Pasta Co"
071771,"Comet American Marketing"
071793,"Dean Foods Vegetable Co"
071800,"Ventura Foods Llc"
071815,"Alliance Rubber Company"
071828,"Beaverton Foods, Inc"
071840,"Dean Foods Vegetable Co"
071850,"Borden Inc"
071871,"Oscar Mayer"
071921,"Tombstone Inc"
071924,"Mobil Oil Corp"
071948,"Pennzoil Products Co"
071990,"Coors Brewing Co"
072030,"Cpc Baking"
072053,"Gates Rubber Company"
072060,"Roberts Dairy Co"
072067,"Dixon Ticondaroga Company"
072100,"Imperial Holly Corporation"
072101,"La Victoria Foods Inc"
072160,"Kitty Queen Pet Foods Inc"
072179,"Sunbeam Products, Inc"
072180,"Mustang Foods"
072213,"CRC Industries, Inc"
072251,"Near East Food Products"
072310,"R C Bigelow Inc"
072311,"Labatt USA"
072322,"Rocco Inc"
072396,"Reily Foods Co"
072397,"Chaney Instrument Co."
072400,"International Home Foods Inc"
072515,"Pentel of America, Ltc"
072697,Selfix
072700,"The B. Manischewitz Company, LLC"
072702,"Louis Maull Co"
072730,"Roberts Dairy Co"
072796,"Dr Pepper/Seven-Up Inc"
072799,"Storck U.S.A."
072800,"Eskimo Pie"
072827,"Bcb Manufacturing USA Inc"
072878,"Hormel Foods Corp"
072879,"Prym-Dritz Corp"
072934,"Sahara Natural Foods, Inc."
072940,"Red Gold Inc"
073010,"Tambrands Inc"
073040,"Cpc Baking"
073096,Panasonic
073102,"Quaker State Corp"
073130,"Cpc Baking"
073168,"The Paper Magic Group, Inc"
073170,"Old Wisconsin Sausage Co"
073310,"Fort Howard Corp"
073369,"Weight Watchers Gourmet Food Co"
073410,"Cpc Baking"
073420,"Daisy Brand Inc"
073461,"Barber Foods"
073500,"Seitz Foods Inc"
073510,"Nabisco Inc"
073570,"Heluva Good Cheese Inc"
073577,"Acme United Corporation"
073591,"Skyline Chili Inc"
073731,"Mission Foods"
074101,Fuji
074130,"Valvoline Co"
074182,Colgate-Palmolive
074235,"Borden Inc"
074300,"Pfizer Inc"
074319,AMPAD
074329,"Comstock Michigan Fruit Division"
074470,"H&S Media, Inc."
074570,"Haagen Dazs"
074601,"Oriental Trading Co"
074643,"Columbia Records"
074653,"Tombstone Inc"
074660,"Turtle Wax"
074684,"Block Drug Co"
074711,"ACCO Brands, Inc"
074785,"Valley Fresh"
074981,"Grande Foods"
075018,"Crystal Farms"
075050,"Hormel Foods Corp"
075076,"Reily Foods Co"
075280,"LaCross Division"
075300,"Milnot Co"
075338,Hanes
075353,"Manco, Inc"
075365,"Grecian Delight Foods Inc"
075436,"Grist Mill Co"
075486,"Ht Marketing Inc"
075596,"Elektra/Asylum Records"
075620,"Tyson Foods Inc"
075632,"Armour Swift-Eckrich"
075678,"Atlantic Recording Corporation"
075900,"Bob Evans Farms Inc"
075925,"Crystal Farms"
075992,"Warner Brothers Records, Inc."
076027,"Cobbs Manufacturing Company"
076150,"Lamb Weston Inc"
076281,Hasbro
076332,"Parker Metal Corporation"
076350,"Chupa Chups"
076354,"Lamplight Farms"
076397,"Vilore Foods Co Inc"
076406,"Vilore Foods Co Inc"
076410,"Lance, Inc"
076457,"Hunt-Wesson Inc"
076568,"Texaco Lubricants Co"
076677,"Famous Amos Chocolate Chip Cookies, L.L.C."
076749,"Icc/ Marie Callenders Products"
076753,"Bradshaw International, Inc."
076808,"Barilla America"
076828,"Personal Care Group"
076860,"Dr Pepper/Seven-Up Inc"
077043,"Alberto Culver Co"
077100,"Don Miguel Mexican Foods Inc"
077231,"Victor Products, Inc."
077332,"Lee Rowan Company"
077341,"Custom Accessories, Inc"
077355,"John Sterling Corp"
077400,"Carl Buddig & Company"
077470,"Dr Pepper/Seven-Up Inc"
077600,"Mitsubishi International"
077650,"Heinz Pet Products"
077900,"Jimmy Dean Foods"
078000,"Dr Pepper/Seven-Up Inc"
078477,Leviton
078484,"Minnetona Cutlery"
078693,"Woods Industries, Inc"
078742,"Wal-Mart Stores, Inc."
078787,"Esselte Corporation"
079013,"Pineae Greenhouses, Inc"
079055,"Arrow Fastener Co., Inc"
079100,"Heinz Pet Products"
079184,"A&W Products"
079200,"Sunmark, Inc"
079223,"Midwest Can Co"
079260,"Bcb Manufacturing USA Inc"
079296,"Tyson Foods Inc"
079340,MANCO
079765,"Crystal Spring Water Co"
079800,"Hawaiian Sun Products, Inc"
080000,"Starkist Foods Inc"
080066,"Federal-Mogal Corp"
080236,Labtec
080480,"Bacardi USA Inc"
080660,"Gambrinus Co"
080686,"Jim Beam"
080878,"Proctor and Gamble"
080948,NEXCOM
081510,"Clairol Inc"
081511,"Clairol Inc"
081512,"Clairol Inc"
081513,"Productivity Solutions"
081514,"Clairol Inc"
081515,"Clairol Inc"
081697,"Contessa Food Products"
081751,"Nightingale-Conant Corporation"
082488,"Dribeck Importers"
082901,"Ace Hardware"
082966,"Canon, Inc."
083086,"Atapco Office Products Corp"
083275,"ADvance Watch Company"
083645,"Labatt USA"
083900,"Coca-Cola USA"
084001,"Riverside Paper Company"
084417,"Lee Products"
085000,"Gallo Winery"
085014,Tombow
085844,"Kraft Foods"
086150,"Labatt USA"
086414,"Pfizer Inc"
087000,"Seagram Beverage Co"
087300,"Alberto Culver Co"
087547,"Universal Office Products (United Stationers Supply Co.)"
087650,"Redmond Products"
087692,"Boston Beer Company"
087977,"Forest Technology Group"
088573,"Gambrinus Co"
088698,"Hewlett Packard"
088908,roget's
089138,"Day Runner, Inc"
089165,"Clairol Inc"
089305,"A.D. Sutton & Sons."
089819,"Beringer Wine Estates"
089826,"Labatt USA"
091038,"Papetti Foods"
091074,"Lu Lee Productions"
092446,"Innopet Products Corp"
093007,"Microsoft Corp"
095205,"Xerox Corporation"
095757,"Mission Foods"
096009,"Platinum Disc Corp"
096689,"First Brands Corp"
097096,"Boston Beer Company"
097363,"Paramount Pictures"
097496,"Prestone Products Corp"
097831,"Bestfoods Specialty Markets USA"
098554,"Bridgeport Brewing Company"
099081,"X10 USA"
099993,"Dial Corp"
099994,"Drake Bakeries Inc"
099996,"Oscar Mayer"
206369,"BC-USA, Inc"
312546,"Warner-Lambert Company"
365632,"The White Rain Co"
400983,"United States Postal Service"
606449,"Bay Networks/Netgear"
619659,Sandisk
636920,"O'Reilly & Associates"
641265,"American Commercial Inc"
647748,"A&D Manila Bakery"
657743,"Clearly Canadian Beverage Corp"
658149,"Lions Gate Films"
662248,SquareSoft
662774,"Siig, Inc"
662909,"West Chester"
667105,"Beauty Time Cosmetics, Inc"
686226,"Permatex, Inc"
702727,"A.D. Vision"
711719,"Sony Computer Entertainment of America"
715064,"ASC- The Works"
716221,"Pro Food International Corp"
717544,"Super Store Industries"
717951,"Miramax Home Entertainment"
718103,"GPS Company"
719987,"Central Park Media Corp."
722515,"Ukrop's Super Markets, Inc."
722868,"Belkin Components"
723755,Motorola
724384,"Virgin Records America, Inc."
727223,"JMC Impact Inc"
730865,Atlus
731126,"Food Industries, Inc"
731452,"Island Records, Inc"
731797,"Icom Inc"
735366,"Working Designs"
738981,"Knowledge Adventure"
740617,Kingston
742818,"Wizards of the Coast"
753759,"Garmin International"
764025,"Champion International Corp"
782644,"Multiplex Technology, Inc."
783250,"Ideal Industries, Inc."
784231,"Lithonia Lighting"
785555,"IDG Books Worldwide, Inc."
786936,"Miramax Films"
790561,"3do company"
791022,Oasis
793572,"KB Gear Interactive Inc"
796451,"Nicola Corporation"
796803,"Mountain State Bait Farm, LLC"
808990,"Dollar Tree Distributors"
814725,"Little Bees, Inc."
